Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Profit
NCG54,12.1,Low Fat,0.079968115,Household,170.8,OUT045,2002,,,Supermarket Type1,4619.9862,12.5
FDN46,7.21,Regular,0.14460413,Snack Foods,102.6,OUT035,2004,Small,Tier1,Supermarket Type1,2153.1972,14
FDS46,17.6,Regular,0.047524635,Snack Foods,118.3,OUT017,2007,,,Supermarket Type1,715.0692,11.8
FDM24,6.135,Regular,0.079776075,Baking Goods,152.8,OUT017,2007,,,Supermarket Type1,1964.7758,14
NCC07,19.6,Low Fat,0.023988387,Household,104.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,1262.3568,14.4
DRG51,12.1,Low Fat,0.011563024,Dairy,165,OUT045,2002,,,Supermarket Type1,2302.3364,13.5
NCS53,14.5,Low Fat,0.089703476,Health and Hygiene,158.4,OUT013,1987,High,Tier 3,Supermarket Type1,1109.2228,13.8
FDC33,8.96,Regular,0.06893834,Fruits and Vegetables,196.5,OUT046,1997,Small,Tier1,Supermarket Type1,2561.9984,14.3
FDD14,20.7,Low Fat,0.169667145,Canned,183.5,OUT013,1987,High,Tier 3,Supermarket Type1,4426.2384,11.3
FDJ52,7.145,Low Fat,0.017814518,Frozen Foods,159.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,2246.4092,14.4
FDV33,9.6,Regular,0.027399064,Snack Foods,258.3,OUT045,2002,,,Supermarket Type1,4133.2864,12.9
FDY33,14.5,Regular,0.097398254,Snack Foods,157.4,OUT045,2002,,,Supermarket Type1,3978.155,14.9
FDE28,0,Regular,0.232072674,Frozen Foods,229.5,OUT019,1985,Small,Tier1,Grocery Store,460.7336,13.7
FDA57,18.85,Low Fat,0.039723999,Snack Foods,41,OUT045,2002,,,Supermarket Type1,918.804,11.9
DRC27,13.8,Low Fat,0.05843112,Dairy,243.7,OUT017,2007,,,Supermarket Type1,1965.4416,14.6
FDA27,20.35,Regular,0.030990354,Dairy,256.4,OUT045,2002,,,Supermarket Type1,1022.6688,12.5
FDO57,20.75,Low Fat,0.108689606,Snack Foods,159.4,OUT035,2004,Small,Tier1,Supermarket Type1,4492.8184,11.3
FDZ44,8.185,Low Fat,0.038721734,Fruits and Vegetables,115.9,OUT035,2004,Small,Tier1,Supermarket Type1,1523.3504,14.4
FDA58,9.395,Low Fat,0.103664897,Snack Foods,233.7,OUT013,1987,High,Tier 3,Supermarket Type1,1414.1592,12.8
DRB01,7.39,Low Fat,0.082367244,Soft Drinks,187.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,1518.024,14.7
FDX45,16.75,low fat,0.105282932,Snack Foods,157,OUT018,2009,Medium,Tier 2,Supermarket Type2,2816.334,13.6
FDY12,9.8,Regular,0.141406394,Baking Goods,50,OUT017,2007,,,Supermarket Type1,506.008,13.2
NCZ29,15,Low Fat,0.071516201,Health and Hygiene,127.7,OUT045,2002,,,Supermarket Type1,1761.7068,12
FDF09,6.215,Low Fat,0.012198395,Fruits and Vegetables,37.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,186.424,12.1
FDR48,11.65,Low Fat,0.132248069,Baking Goods,150.5,OUT017,2007,,,Supermarket Type1,3187.8504,9.2
NCH29,5.51,Low Fat,0.034445116,Health and Hygiene,95.9,OUT013,1987,High,Tier 3,Supermarket Type1,2153.1972,12.6
FDN08,7.72,Regular,0.088543868,Fruits and Vegetables,117.5,OUT045,2002,,,Supermarket Type1,824.9262,14
NCN30,16.35,Low Fat,0.016979063,Household,97.4,OUT013,1987,High,Tier 3,Supermarket Type1,772.328,13.9
FDS12,0,LF,0.304859104,Baking Goods,125.4,OUT019,1985,Small,Tier1,Grocery Store,755.0172,13.5
FDN58,13.8,Regular,0.056825065,Snack Foods,231,OUT013,1987,High,Tier 3,Supermarket Type1,4633.968,13.8
FDF50,4.905,Low Fat,0.1175683,Canned,197.7,OUT045,2002,,,Supermarket Type1,2956.152,8.1
NCR54,16.35,Low Fat,0.090562192,Household,198.2,OUT046,1997,Small,Tier1,Supermarket Type1,1964.11,14.7
FDQ21,21.25,Low Fat,0.019423232,Snack Foods,121,OUT046,1997,Small,Tier1,Supermarket Type1,3150.5656,14.1
FDA13,15.85,Low Fat,0.078489577,Canned,40,OUT013,1987,High,Tier 3,Supermarket Type1,645.1602,13.9
FDY47,8.6,reg,0.054706408,Breads,128.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,1428.141,13.8
NCF31,9.13,Low Fat,0.051804278,Household,150.2,OUT013,1987,High,Tier 3,Supermarket Type1,1821.6288,10.5
FDL44,0,Low Fat,0.012215675,Fruits and Vegetables,162.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,5500.8396,13.7
FDT51,0,Regular,0.019117392,Meat,110.7,OUT019,1985,Small,Tier1,Grocery Store,223.7088,12.2
NCF31,0,Low Fat,0.090778148,Household,153.1,OUT019,1985,Small,Tier1,Grocery Store,303.6048,11.1
NCK31,10.895,Low Fat,0.027047774,Others,50.7,OUT046,1997,Small,Tier1,Supermarket Type1,666.4658,13.3
DRM47,9.3,Low Fat,0.043874493,Hard Drinks,191.1,OUT045,2002,,,Supermarket Type1,1337.5922,14.2
FDL40,17.7,Low Fat,0.011603492,Frozen Foods,97.7,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492,14.5
FDT34,9.3,LF,0.291826616,Snack Foods,107.2,OUT010,1998,,,Grocery Store,420.7856,12.5
FDP40,4.555,Regular,0.034350673,Frozen Foods,112.8,OUT035,2004,Small,Tier1,Supermarket Type1,1789.6704,12.4
NCJ31,19.2,Low Fat,0.183686937,Others,241.8,OUT017,2007,,,Supermarket Type1,1687.1372,13.4
FDT50,0,reg,0.107714834,Dairy,97.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,2109.2544,14.3
FDG21,17.35,Regular,0.146299902,Seafood,150.4,OUT046,1997,Small,Tier1,Supermarket Type1,3894.93,14.4
FDM03,12.65,Low Fat,0.123531974,Meat,108.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,535.969,14.1
FDO11,8,Regular,0.030311951,Breads,247.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,6972.2576,14.5
FDX26,17.7,Low Fat,0.087986599,Dairy,181.4,OUT045,2002,,,Supermarket Type1,2918.8672,14.1
FDF39,14.85,Regular,0.019590769,Dairy,261.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,2366.919,13.2
NCR53,12.15,Low Fat,0.242768664,Health and Hygiene,226.5,OUT010,1998,,,Grocery Store,225.0404,14.1
FDL57,15.1,Regular,0.067064128,Snack Foods,257.9,OUT035,2004,Small,Tier1,Supermarket Type1,6458.26,13.1
FDO44,12.6,Low Fat,0.087630566,Fruits and Vegetables,110,OUT045,2002,,,Supermarket Type1,3205.1612,14.4
NCY41,16.75,Low Fat,0.075721301,Health and Hygiene,34.4,OUT035,2004,Small,Tier1,Supermarket Type1,1042.6428,14.6
FDL08,10.8,Low Fat,0.049719026,Fruits and Vegetables,246.7,OUT046,1997,Small,Tier1,Supermarket Type1,5145.3024,14.3
NCV30,20.2,Low Fat,0.065932087,Household,64.9,OUT046,1997,Small,Tier1,Supermarket Type1,948.765,14.6
FDL45,,Low Fat,0.037505332,Snack Foods,126.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,4255.7936,14.3
FDK09,15.2,Low Fat,0.092282353,Snack Foods,227.2,OUT017,2007,,,Supermarket Type1,4122.6336,13.2
FDQ58,7.315,Low Fat,0.01532563,Snack Foods,153.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,459.402,14.4
FDA28,16.1,Regular,0.047996608,Frozen Foods,127,OUT018,2009,Medium,Tier 2,Supermarket Type2,1384.1982,11.9
FDA02,,Regular,0.052040539,Dairy,143.2,OUT019,1985,Small,Tier1,Grocery Store,288.9572,13.8
NCC54,17.75,Low Fat,0.097629611,Health and Hygiene,240.4,OUT013,1987,High,Tier 3,Supermarket Type1,4579.3724,11.7
FDA55,17.2,reg,0.057221177,Fruits and Vegetables,225.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,2460.7968,13.6
NCJ43,6.635,Low Fat,0.045308629,Household,173.1,OUT010,1998,,,Grocery Store,348.8792,13.7
NCB19,,Low Fat,0.158096128,Household,86.4,OUT019,1985,Small,Tier1,Grocery Store,85.8882,14
FDA19,7.52,Low Fat,0.055127499,Fruits and Vegetables,128.3,OUT046,1997,Small,Tier1,Supermarket Type1,3983.4814,14.3
FDD35,12.15,LF,0.025842905,Starchy Foods,119.8,OUT013,1987,High,Tier 3,Supermarket Type1,599.22,5.5
FDK08,9.195,Regular,0.122802943,Fruits and Vegetables,100.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,1113.2176,10.3
FDN27,,Low Fat,0.039370913,Meat,117,OUT027,1985,Medium,Tier 2,Supermarket Type3,3866.9664,14.7
NCC19,,Low Fat,0.096411426,Household,193,OUT027,1985,Medium,Tier 2,Supermarket Type3,4633.968,14.4
FDL16,12.85,Low Fat,0.16871476,Frozen Foods,47.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,1071.938,13.9
NCL54,,Low Fat,0.082353076,Household,176.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,4202.5296,14.5
FDR33,7.31,Low Fat,0.026830586,Snack Foods,108.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,2087.283,10
FDD52,18.25,Regular,0.183260221,Dairy,108.6,OUT035,2004,Small,Tier1,Supermarket Type1,1208.427,14.1
FDV33,9.6,Regular,0.027386122,Snack Foods,259.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,4649.9472,9.6
FDF21,10.3,Regular,0,Fruits and Vegetables,191.2,OUT035,2004,Small,Tier1,Supermarket Type1,1707.777,14.7
FDM56,16.7,Low Fat,0,Fruits and Vegetables,109.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,545.956,13.7
FDB12,11.15,Regular,0.105287746,Baking Goods,103.3,OUT035,2004,Small,Tier1,Supermarket Type1,2388.8904,14.5
FDI48,11.85,Regular,0,Baking Goods,51.3,OUT035,2004,Small,Tier1,Supermarket Type1,410.1328,13.7
FDH09,12.6,Low Fat,0.05616476,Seafood,51.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,473.3838,14.2
FDQ36,7.855,Regular,0,Baking Goods,38.4,OUT046,1997,Small,Tier1,Supermarket Type1,932.12,14.6
FDY16,18.35,Regular,0.092150005,Frozen Foods,184.8,OUT013,1987,High,Tier 3,Supermarket Type1,3872.9586,13.1
NCM43,,Low Fat,0.01938106,Others,164.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,5546.114,14.7
FDF59,12.5,LF,0.071534226,Starchy Foods,124.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,1771.028,13.9
NCR38,17.25,Low Fat,0.113497001,Household,253.5,OUT035,2004,Small,Tier1,Supermarket Type1,755.0172,13.3
FDY13,12.1,Low Fat,0.030121709,Canned,78.1,OUT035,2004,Small,Tier1,Supermarket Type1,2220.443,14.8
FDC40,16,Regular,0.065051586,Dairy,76.2,OUT035,2004,Small,Tier1,Supermarket Type1,1090.5804,13.3
FDT11,5.94,Regular,0.029538509,Breads,189.5,OUT017,2007,,,Supermarket Type1,1877.556,13.4
FDT59,13.65,Low Fat,0.015976249,Breads,230.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,2994.7684,14.5
NCU54,8.88,Low Fat,0.098622378,Household,208.4,OUT046,1997,Small,Tier1,Supermarket Type1,5452.902,13.3
FDG34,11.5,Regular,0.062885197,Snack Foods,106.7,OUT010,1998,,,Grocery Store,542.627,11
FDQ36,7.855,Regular,0.162461219,Baking Goods,39.3,OUT017,2007,,,Supermarket Type1,857.5504,13.7
DRZ11,8.85,Regular,0.112840108,Soft Drinks,122,OUT049,1999,Medium,Tier 2,Supermarket Type1,1238.388,11.1
DRH23,,Low Fat,0.298205272,Hard Drinks,55.8,OUT019,1985,Small,Tier1,Grocery Store,110.5228,13.2
FDT55,13.6,Regular,0.043902087,Fruits and Vegetables,157.1,OUT017,2007,,,Supermarket Type1,5522.811,13.9
NCV53,8.27,Low Fat,0.018797945,Health and Hygiene,241.3,OUT013,1987,High,Tier 3,Supermarket Type1,5512.824,13.6
FDQ33,,Low Fat,0,Snack Foods,151.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,4815.0656,13.5
NCJ54,9.895,Low Fat,0.060017128,Household,230.9,OUT013,1987,High,Tier 3,Supermarket Type1,4414.9198,9.3
FDY16,,reg,0.16147714,Frozen Foods,186.2,OUT019,1985,Small,Tier1,Grocery Store,1106.5596,14.3
NCN07,18.5,Low Fat,0.033944698,Others,129.9,OUT046,1997,Small,Tier1,Supermarket Type1,1054.6272,14.2
FDO01,21.1,Regular,0.020803054,Breakfast,129.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1284.994,14.4
FDP32,6.65,Low Fat,0.08816538,Fruits and Vegetables,126.9,OUT017,2007,,,Supermarket Type1,1780.3492,13
NCN07,18.5,Low Fat,0.034082974,Others,130.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,1977.426,14.1
DRN47,,Low Fat,0.016745264,Hard Drinks,180.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,3056.022,14.2
NCM18,13,LF,0.083009876,Household,61.1,OUT045,2002,,,Supermarket Type1,2352.9372,13.6
FDD40,,Regular,0.014721719,Dairy,193.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,5195.2374,12.1
FDW47,15,Low Fat,0.046375227,Breads,122.8,OUT046,1997,Small,Tier1,Supermarket Type1,731.0484,9.9
FDI45,13.1,Low Fat,0.037639672,Fruits and Vegetables,175.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,1050.6324,14.6
FDJ46,11.1,Low Fat,0.04500603,Snack Foods,174,OUT018,2009,Medium,Tier 2,Supermarket Type2,2101.2648,13.5
FDD38,16.75,Regular,0.013711274,Canned,100.3,OUT010,1998,,,Grocery Store,203.7348,13.3
FDS37,7.655,Low Fat,0.032009653,Canned,117.2,OUT045,2002,,,Supermarket Type1,2432.8332,13.3
FDY60,10.5,Regular,0.026424424,Baking Goods,145.2,OUT045,2002,,,Supermarket Type1,3739.1328,14.3
FDP13,8.1,Regular,0.134870732,Canned,41.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,199.74,14.4
FDM28,15.7,Low Fat,0.045295529,Frozen Foods,181.4,OUT045,2002,,,Supermarket Type1,1977.426,14.5
FDY33,14.5,Regular,0.097750937,Snack Foods,159.7,OUT017,2007,,,Supermarket Type1,5728.5432,14.4
NCM54,17.7,Low Fat,0.05089667,Household,125.6,OUT013,1987,High,Tier 3,Supermarket Type1,1398.8458,13
FDK04,7.36,Low Fat,0.052312034,Frozen Foods,58.6,OUT046,1997,Small,Tier1,Supermarket Type1,801.6232,14
NCI42,18.75,Low Fat,0.010363586,Household,207.2,OUT035,2004,Small,Tier1,Supermarket Type1,1667.1632,13.7
FDF45,18.2,Regular,0.012254429,Fruits and Vegetables,60,OUT018,2009,Medium,Tier 2,Supermarket Type2,644.4944,14.5
FDN56,5.46,Regular,0.107223632,Fruits and Vegetables,144.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,3323.0078,14.4
FDR56,15.5,Regular,0.101335811,Fruits and Vegetables,196.6,OUT017,2007,,,Supermarket Type1,3350.3056,14.8
FDX40,12.85,Low Fat,0.098993139,Frozen Foods,39.3,OUT046,1997,Small,Tier1,Supermarket Type1,540.6296,13.3
FDB34,15.25,Low Fat,0.026760329,Snack Foods,86,OUT017,2007,,,Supermarket Type1,2006.0554,13.9
FDY47,8.6,Regular,0.054594957,Breads,130.5,OUT045,2002,,,Supermarket Type1,1298.31,14.3
DRB01,7.39,Low Fat,0.082170947,Soft Drinks,191,OUT013,1987,High,Tier 3,Supermarket Type1,2466.789,14.4
FDR51,9.035,Regular,0.173821519,Meat,151.5,OUT045,2002,,,Supermarket Type1,2407.5328,12.5
FDR48,11.65,LF,0.131708682,Baking Goods,152.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,1518.024,11.6
FDZ25,15.7,Regular,0.027594064,Canned,171.2,OUT013,1987,High,Tier 3,Supermarket Type1,1867.569,14.3
FDJ04,18,Low Fat,0.12470444,Frozen Foods,139.6,OUT045,2002,,,Supermarket Type1,2725.7852,13.3
NCG07,,Low Fat,0.052247806,Household,190.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,4554.072,14.2
FDB52,17.75,Low Fat,0.030559583,Dairy,257.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,3835.008,14.3
FDH14,17.1,Regular,0.046903482,Canned,142.1,OUT045,2002,,,Supermarket Type1,2528.7084,8.6
NCY17,18.2,Low Fat,0.163096139,Health and Hygiene,43,OUT046,1997,Small,Tier1,Supermarket Type1,758.3462,14.4
FDX31,20.35,Regular,0,Fruits and Vegetables,234.5,OUT045,2002,,,Supermarket Type1,1402.1748,10.9
FDN12,15.6,Low Fat,0.081103929,Baking Goods,112.4,OUT046,1997,Small,Tier1,Supermarket Type1,1006.6896,12.6
FDG56,13.3,reg,0.071743629,Fruits and Vegetables,59.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,918.804,12.4
FDP23,6.71,Low Fat,0.035731825,Breads,218.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,5660.6316,13.7
FDC47,15,Low Fat,0.119131749,Snack Foods,227,OUT045,2002,,,Supermarket Type1,6851.082,13.8
FDW25,,Low Fat,0.037217847,Canned,86.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,1448.7808,13.9
NCR42,9.105,Low Fat,0.038559926,Household,33.9,OUT045,2002,,,Supermarket Type1,99.87,14.1
DRO59,11.8,Low Fat,0.054238448,Hard Drinks,75.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,986.7156,13.6
FDT60,12,Low Fat,0.075856062,Baking Goods,124.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,1733.7432,14.1
FDE32,20.7,Low Fat,0.048957533,Fruits and Vegetables,37.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,265.6542,14.3
FDF21,10.3,Regular,0.059160135,Fruits and Vegetables,191.6,OUT017,2007,,,Supermarket Type1,6641.355,13.7
FDX04,19.6,Regular,0.041536962,Frozen Foods,46,OUT013,1987,High,Tier 3,Supermarket Type1,527.3136,9.7
FDC22,6.89,Regular,0,Snack Foods,193.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,2510.066,14.2
FDD39,16.7,Low Fat,0.070297175,Dairy,216.4,OUT045,2002,,,Supermarket Type1,3678.545,14.3
DRC36,13,Regular,0.044984874,Soft Drinks,175,OUT046,1997,Small,Tier1,Supermarket Type1,1926.1594,14.2
DRE01,10.1,Low Fat,0.167155198,Soft Drinks,241.8,OUT046,1997,Small,Tier1,Supermarket Type1,5331.7264,10.5
FDP37,15.6,Low Fat,0.142986863,Breakfast,130.4,OUT013,1987,High,Tier 3,Supermarket Type1,2826.9868,14.1
DRI01,7.97,Low Fat,0,Soft Drinks,173.7,OUT045,2002,,,Supermarket Type1,2759.0752,14
NCE19,,Low Fat,0.162856593,Household,54.6,OUT019,1985,Small,Tier1,Grocery Store,218.3824,12
NCS30,5.945,Low Fat,0,Household,129,OUT017,2007,,,Supermarket Type1,1808.3128,14.7
FDX31,20.35,Regular,0.014885998,Fruits and Vegetables,234.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,3271.7412,14.5
FDH47,13.5,Regular,0.128816212,Starchy Foods,96.4,OUT046,1997,Small,Tier1,Supermarket Type1,2527.3768,13.9
FDY11,6.71,reg,0.029680868,Baking Goods,65,OUT018,2009,Medium,Tier 2,Supermarket Type2,856.8846,14.4
FDU23,12.15,Low Fat,0.036360676,Breads,166,OUT010,1998,,,Grocery Store,330.2368,14.8
FDO19,17.7,Regular,0.016582833,Fruits and Vegetables,50.5,OUT013,1987,High,Tier 3,Supermarket Type1,1458.102,13.9
FDP08,20.5,Regular,0.112316501,Fruits and Vegetables,193.9,OUT013,1987,High,Tier 3,Supermarket Type1,4456.1994,14.3
FDX19,19.1,Low Fat,0.096653315,Fruits and Vegetables,235.2,OUT013,1987,High,Tier 3,Supermarket Type1,4673.916,14.1
FDJ28,12.3,Low Fat,0.021984639,Frozen Foods,191.2,OUT017,2007,,,Supermarket Type1,1924.162,14.5
FDE29,8.905,Low Fat,0.143351652,Frozen Foods,62.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,302.939,12.1
FDC14,14.5,Regular,0.041482394,Canned,40,OUT017,2007,,,Supermarket Type1,209.727,13.7
FDV44,8.365,Regular,0.040069806,Fruits and Vegetables,190.7,OUT017,2007,,,Supermarket Type1,1904.188,14.4
NCF43,8.51,Low Fat,0.052239735,Household,141.9,OUT017,2007,,,Supermarket Type1,2004.058,14.2
NCY42,6.38,Low Fat,0.015149955,Household,144,OUT013,1987,High,Tier 3,Supermarket Type1,3149.234,9.9
NCZ06,,Low Fat,0.09370568,Household,253.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,3297.7074,13.8
FDB29,16.7,Regular,0.052401766,Frozen Foods,115.1,OUT035,2004,Small,Tier1,Supermarket Type1,1488.7288,13.6
FDL28,10,Regular,0.063121982,Frozen Foods,231.8,OUT013,1987,High,Tier 3,Supermarket Type1,460.7336,14.4
FDF57,14.5,Regular,0.058946687,Fruits and Vegetables,168.6,OUT045,2002,,,Supermarket Type1,2897.5616,14
FDE44,14.65,Low Fat,0.171245426,Fruits and Vegetables,50.4,OUT013,1987,High,Tier 3,Supermarket Type1,591.2304,12.9
FDU33,,Regular,0.134057426,Snack Foods,45.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,918.804,14.5
FDA08,11.85,Regular,0.050368454,Fruits and Vegetables,163.9,OUT017,2007,,,Supermarket Type1,1808.9786,7.2
NCC06,19,Low Fat,0.026986367,Household,127.1,OUT046,1997,Small,Tier1,Supermarket Type1,2812.3392,14.5
FDO32,6.36,Low Fat,0.120543611,Fruits and Vegetables,45.8,OUT046,1997,Small,Tier1,Supermarket Type1,1165.15,13.9
FDU39,18.85,LF,0.036037952,Meat,58.5,OUT046,1997,Small,Tier1,Supermarket Type1,711.0744,12.3
NCK18,9.6,Low Fat,0.006725388,Household,165.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,2972.1312,12.2
FDI26,5.94,Low Fat,0.034940979,Canned,177.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,1605.9096,14.3
DRE37,13.5,Low Fat,0.094219593,Soft Drinks,190,OUT046,1997,Small,Tier1,Supermarket Type1,1323.6104,14.5
NCN26,10.85,LF,0.048004263,Household,117.6,OUT010,1998,,,Grocery Store,351.5424,13.5
FDS16,15.15,Regular,0.066164431,Frozen Foods,147.4,OUT035,2004,Small,Tier1,Supermarket Type1,2197.14,13.7
FDE40,15.6,Regular,0,Dairy,62.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,804.9522,12.6
FDP03,5.15,Regular,0,Meat,122.9,OUT017,2007,,,Supermarket Type1,2105.2596,11
FDA27,20.35,Regular,0.030975716,Dairy,254,OUT049,1999,Medium,Tier 2,Supermarket Type1,3068.0064,14
FDJ12,8.895,Regular,0.039101813,Baking Goods,208.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,5400.9696,13.9
FDT03,21.25,Low Fat,0.010039493,Meat,181.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1102.5648,14.6
FDF50,4.905,Low Fat,0.117308165,Canned,195.8,OUT035,2004,Small,Tier1,Supermarket Type1,2956.152,13.4
FDC51,10.895,Regular,0.009641375,Dairy,124.2,OUT045,2002,,,Supermarket Type1,1601.249,14.5
NCL55,,Low Fat,0.113212516,Others,254.6,OUT019,1985,Small,Tier1,Grocery Store,759.012,14.4
FDZ23,17.75,Regular,0.067490036,Baking Goods,185.2,OUT035,2004,Small,Tier1,Supermarket Type1,6338.416,14.5
FDW24,6.8,Low Fat,0.037573095,Baking Goods,50.2,OUT045,2002,,,Supermarket Type1,1166.4816,14.6
FDH21,10.395,Low Fat,0.031219108,Seafood,157,OUT035,2004,Small,Tier1,Supermarket Type1,4595.3516,14.3
NCQ41,14.8,Low Fat,0.032606181,Health and Hygiene,193.6,OUT010,1998,,,Grocery Store,390.1588,14.6
FDH48,13.5,Low Fat,0,Baking Goods,84.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,778.986,13.8
FDX11,16,Regular,0.106731895,Baking Goods,183.7,OUT035,2004,Small,Tier1,Supermarket Type1,2544.6876,14.2
FDK33,17.85,Low Fat,0.0112259,Snack Foods,212,OUT013,1987,High,Tier 3,Supermarket Type1,4474.176,13.3
FDV36,18.7,Low Fat,0.026355345,Baking Goods,127.1,OUT045,2002,,,Supermarket Type1,3289.052,14.6
NCW41,18,Low Fat,0.01548171,Health and Hygiene,159.4,OUT045,2002,,,Supermarket Type1,2059.9852,12.6
FDU32,,Low Fat,0.045465958,Fruits and Vegetables,139.6,OUT019,1985,Small,Tier1,Grocery Store,852.8898,14.1
FDE36,5.26,Regular,0.041857101,Baking Goods,162.8,OUT045,2002,,,Supermarket Type1,4258.4568,10.7
FDO27,6.175,Regular,0,Meat,95,OUT045,2002,,,Supermarket Type1,1534.0032,14.2
FDW27,5.86,Regular,0.151159243,Meat,156.6,OUT045,2002,,,Supermarket Type1,3257.7594,13.8
FDJ48,,Low Fat,0.056161529,Baking Goods,246.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,5681.2714,14.3
FDR11,10.5,Regular,0.142419608,Breads,161.2,OUT013,1987,High,Tier 3,Supermarket Type1,1765.0358,14.5
FDV07,9.5,Low Fat,0.031410378,Fruits and Vegetables,110.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,2763.07,13.7
FDO50,,Low Fat,0.077790204,Canned,93.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,2940.1728,14.8
FDN04,11.8,Regular,0.014166739,Frozen Foods,178.2,OUT017,2007,,,Supermarket Type1,2854.9504,10.1
FDZ08,12.5,Regular,0.110215444,Fruits and Vegetables,81.9,OUT045,2002,,,Supermarket Type1,1238.388,14
FDD05,19.35,Low Fat,0.016679143,Frozen Foods,119.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,1928.1568,14.1
FDV60,20.2,Regular,0.117339056,Baking Goods,195,OUT035,2004,Small,Tier1,Supermarket Type1,2749.754,12.2
NCG30,20.2,Low Fat,0.112227747,Household,123.5,OUT013,1987,High,Tier 3,Supermarket Type1,2739.1012,14
FDX37,,Low Fat,0.062724117,Canned,100.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,5093.37,13.9
FDW24,6.8,Low Fat,0.037555348,Baking Goods,49.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,972.068,13.9
DRM48,,Low Fat,0.112349962,Soft Drinks,39.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,559.272,14.4
FDF46,,Low Fat,0.093217569,Snack Foods,116.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,4952.8862,13.9
NCY54,8.43,Low Fat,0.177661246,Household,170.5,OUT035,2004,Small,Tier1,Supermarket Type1,3621.2862,14.6
FDS35,9.3,Low Fat,0.11184963,Breads,64.7,OUT017,2007,,,Supermarket Type1,774.9912,14.2
FDB04,11.35,Regular,0.06321435,Dairy,88.4,OUT035,2004,Small,Tier1,Supermarket Type1,1318.284,14
NCK05,20.1,LF,0.077892365,Health and Hygiene,59.4,OUT017,2007,,,Supermarket Type1,918.804,10.8
FDT46,11.35,Low Fat,0.051564827,Snack Foods,49,OUT010,1998,,,Grocery Store,101.2016,13.9
FDP52,,Regular,0.070349402,Frozen Foods,228.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,7350.432,11.6
